vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	nFormants	F1_man	F2_man	F3_man	plt_code	plt_stress	plt_word	t_man
IH	1	BIGGER	523.3	1755.5	2869.4	125.4	93.5	867.5	192.135	192.115	192.175	0.06	1	1	6	2	1	1			513.5	1731.3	523.7	1758.6	525.4	1786.2	521.1	1824.6	514.4	1877.4	4		514	1742	2367	1.16211	1	bigger	192.1431
EY	1	MAJOR	451.9	1933.4	2506.7	75.0	93.3	473.3	198.312	198.3	198.37	0.07	21	2	5	2	2	1			447.8	1939.1	425.6	1960.4	409.3	1962.4	397.6	1960.1	385.1	1940.4	5		461	1919	2482	22.00221	1	major	198.3083
ER	1	UNIVERSITY	442.8	1354.9	1667.0	82.7	130.2	112.5	198.74	198.7	198.821	0.121	94	3	4	1	1	2			446.5	1287.3	442.1	1362.4	431.6	1425.4	436.9	1504.3	459.4	1625.9	6		435	1426	1694	94.60012	1	(uni)versity	198.757
EH	1	THERE	577.4	1667.8	2526.3	97.1	93.7	440.9	199.151	199.101	199.25	0.149	24	6	4	2	3	0			564.6	1650.0	577.7	1670.2	577.8	1674.2	579.5	1683.4	570.3	1668.7	4		578	1655	2483	24.6003	1	there	199.1417
IH	1	BIGGER	486.3	1741.5	2279.1	81.3	79.9	206.4	200.425	200.405	200.465	0.06	1	1	6	2	1	1			487.4	1713.5	485.2	1744.5	475.7	1782.5	465.2	1825.6	448.8	1861.5	5		473	1801	2221	1.16211	1	bigger	200.4394
EY	1	SAY	619.9	1928.2	3969.8	134.4	775.4	420.0	204.247	204.177	204.318	0.141	22	0	0	0	3	0			575.1	2128.8	596.3	1957.8	620.9	1922.6	639.1	1841.0	688.8	1900.1	3		610	1530	2714	22.0003	1	say	204.2485
AA	1	PROBABLY	727.3	1292.9	1475.4	47.1	89.3	1349.2	208.485	208.468	208.518	0.05	5	1	1	2	8	1			725.4	1260.1	727.3	1292.9	723.7	1352.9	712.7	1424.1	702.2	1474.2	6		734	1373	2264	5.11282	1	probably	208.4949
OW	1	MOST	536.1	977.4	2308.1	83.1	98.1	798.4	209.115	209.108	209.258	0.15	62	3	4	1	2	3			532.4	960.1	517.4	947.0	496.6	927.2	467.4	924.5	573.6	1239.9	5		536	960	2362	62.34123	1	most	209.1345
EH	1	METS	750.3	1501.8	2799.3	144.3	169.0	464.3	211.326	211.273	211.432	0.159	2	1	4	1	2	3			712.4	1476.1	754.1	1504.5	753.9	1521.2	712.6	1543.1	618.7	1570.4	4		732	1468	2515	2.1412	1	Mets	211.3439
AY	1	GIANTS	749.8	1456.1	2510.1	195.5	193.3	723.4	214.442	214.366	214.565	0.199	41	0	0	0	5	1			715.7	1378.9	748.2	1435.5	737.2	1555.5	677.5	1737.2	602.9	1900.7	5		747	1407	2533	41.44253	1	giants	214.4237
EH	1	JETS	633.6	1656.0	2770.4	112.4	102.7	714.2	214.885	214.855	214.945	0.09	2	1	4	1	5	3			600.8	1663.5	635.1	1656.5	646.6	1660.9	625.0	1655.9	573.5	1658.0	4		638	1631	2455	2.1415	1	jets	214.8938
AE	1	BASKETBALL	656.5	1702.9	2736.5	127.4	130.9	594.1	216.496	216.456	216.576	0.12	39	3	4	1	1	5			650.4	1662.2	656.5	1707.6	653.2	1733.8	640.4	1751.9	627.0	1741.6	4		637	1677	2383	3.34212	1	basketball	216.5134
AO	2	BASKETBALL	511.8	915.3	2307.5	76.3	79.9	1058.7	216.816	216.796	216.856	0.06	53	5	4	2	1	0			500.6	915.0	513.8	915.8	531.2	923.9	546.7	937.4	558.5	948.9	6		585	953	2648	53.5421	1	(basket)ball	216.8995
UH	1	FOOTBALL	515.5	984.3	2310.5	88.1	116.7	353.9	218.201	218.184	218.234	0.05	7	1	4	1	1	4			519.6	1004.0	515.5	984.3	493.7	940.2	443.5	901.1	397.4	903.7	6		525	1010	2326	7.14114	1	football	218.1972
AO	2	FOOTBALL	594.2	905.2	2809.2	62.7	52.2	349.3	218.421	218.344	218.574	0.23	53	5	4	2	1	0			587.8	894.1	593.7	905.3	596.3	909.5	613.4	923.0	618.6	931.4	5		584	894	2728	53.5421	1	(foot)ball	218.3938
IH	1	MISSING	542.0	1650.4	2884.0	104.8	341.9	752.9	222.65	222.627	222.696	0.069	1	3	4	1	2	1			530.9	1666.3	542.2	1645.5	544.8	1612.2	543.7	1626.9	538.7	1661.5	4		567	1677	2839	1.3422	1	missing	222.6744
AE	1	BASKETBALL	667.8	1762.3	3897.7	81.1	212.2	1016.1	224.178	224.141	224.251	0.11	39	3	4	1	1	5			652.5	1807.7	670.3	1769.4	688.3	1818.1	705.9	1869.0	710.9	1859.1	3		667	1709	2359	3.34212	1	basketball	224.1915
AE	1	BASKETBALL	676.7	1738.5	2606.5	72.4	124.1	523.7	225.336	225.306	225.396	0.09	39	3	4	1	1	5			666.7	1698.3	677.1	1740.9	675.1	1768.1	665.8	1780.0	650.8	1770.0	4		667	1719	2413	3.34212	1	basketball	225.3453
AO	2	BASKETBALL	570.1	979.2	2563.1	65.8	72.6	838.9	225.596	225.576	225.636	0.06	53	5	4	2	1	0			552.2	964.9	571.6	980.4	582.3	988.5	587.4	994.8	588.0	994.5	5		590	999	2736	53.5421	1	(basket)ball	225.6217
OW	1	NO	507.8	1398.8	2129.1	74.9	102.7	353.9	227.448	227.433	227.514	0.081	63	0	0	0	4	0			508.6	1392.4	514.2	1294.2	503.4	1174.6	468.9	1041.2	450.1	907.5	5		515	1252	2093	62.0004	1	no	227.465
IY	1	ALLEGIANCE	377.7	2018.4	2502.8	84.0	125.2	591.1	228.197	228.163	228.264	0.101	11	2	5	2	7	1			410.7	1938.0	376.6	2022.6	376.0	1836.9	374.1	1838.7	365.5	2011.0	5		381	2079	2998	11.25271	1	(al)legiance	228.2143
AW	1	AROUND	623.1	1279.1	1936.8	68.1	102.0	169.7	228.575	228.563	228.633	0.07	42	4	4	2	7	0			625.5	1281.6	633.1	1303.1	617.6	1249.9	611.3	1235.1	617.0	1276.0	6		622	1317	1986	42.44273	1	(a)round	228.5989
IH	1	HERE	477.7	1931.5	3128.2	138.2	96.8	1472.8	228.717	228.694	228.764	0.07	14	6	4	2	0	0			483.9	1947.4	475.9	1927.2	467.7	1906.2	467.9	1873.2	481.0	1853.4	4		485	1937	3129	14.6	1	here	228.7143
IH	1	IN	441.1	2004.7	3092.5	272.2	316.1	1090.7	239.188	239.151	239.262	0.111	1	4	4	2	0	0			623.4	1897.6	453.7	2048.8	464.4	2089.9	459.5	2099.9	468.0	2088.7	5		469	2168	3294	1.442	1	in	239.2229
EY	1	AGE	535.6	1712.2	2734.4	93.4	127.2	616.5	241.622	241.61	241.81	0.2	21	2	5	2	0	0			521.9	1834.9	499.6	1921.8	473.8	1953.1	449.5	1975.1	433.2	1971.4	4		519	1760	2424	21.252	1	age	241.6374
UW	1	TWO	410.6	1559.6	1979.1	157.7	135.1	74.4	243.157	243.15	243.309	0.159	73	0	0	0	3	0			441.7	1525.5	405.2	1398.9	377.6	1251.6	363.1	1150.4	346.5	1077.0	6		419	1525	1885	73.0003	1	two	243.1829
IH	1	KID	418.6	1834.7	2684.8	86.1	84.3	573.5	248.023	248.0	248.07	0.07	1	1	4	2	6	0			409.5	1837.5	419.6	1833.1	415.2	1811.7	403.1	1776.5	397.2	1748.1	5		418	1824	2652	1.1426	1	kid	248.0305
AA	1	STARTED	661.0	1434.1	3223.2	98.1	120.6	814.4	248.332	248.299	248.399	0.1	44	6	4	2	3	4			612.9	1443.8	666.7	1431.6	705.4	1449.8	717.4	1520.8	704.3	1609.8	4		666	1336	2120	44.6003	1	started	248.3511
EH	1	MESSING	699.8	1466.9	2136.3	88.0	127.0	1015.1	248.603	248.58	248.649	0.069	2	3	4	1	2	1			695.2	1452.6	699.5	1468.9	690.3	1496.2	676.3	1527.2	657.4	1504.7	5		704	1455	2201	2.3422	1	messing	248.5961
IY	1	ME	465.8	2008.9	2844.3	105.0	81.8	766.6	249.053	249.009	249.14	0.131	12	0	0	0	2	0			483.2	1977.9	463.1	2012.9	450.2	2052.7	493.7	2105.8	496.4	1209.2	5		486	1966	2656	12.0002	1	me	249.0263
IH	1	HIT	497.0	1853.8	2685.1	79.0	91.5	719.4	250.904	250.887	250.937	0.05	1	1	4	1	0	0			498.8	1864.2	497.0	1853.8	493.2	1835.4	483.7	1815.0	473.9	1804.4	4		499	1855	2677	1.141	1	hit	250.9023
AE	1	BACK	690.6	1658.2	3161.5	36.1	145.6	2602.2	251.206	251.136	251.346	0.21	3	1	6	1	1	0			671.0	1618.7	692.8	1666.8	701.4	1701.3	705.6	1691.1	718.8	1693.0	4		690	1662	3435	3.1611	1	back	251.2058
AH	1	OTHER	643.3	1448.2	1658.0	55.1	86.4	2762.4	252.346	252.316	252.406	0.09	6	3	3	2	0	1			622.9	1513.4	643.8	1442.5	635.0	1376.6	599.1	1334.0	556.5	1319.2	6		675	1438	2817	6.33101	1	other	252.3567
IH	1	KID	460.0	1873.2	2783.6	52.9	57.9	502.1	252.782	252.675	252.995	0.32	1	1	4	2	6	0			436.7	1895.8	462.3	1871.6	483.6	1848.9	504.4	1819.3	499.5	1785.1	5		458	1892	2855	1.1426	1	kid	252.7627
EH	1	FRIENDS	653.3	1465.6	2279.9	87.9	105.6	392.1	254.634	254.594	254.715	0.121	2	4	4	2	8	3			636.7	1409.7	654.6	1471.6	656.3	1521.2	647.9	1557.8	618.2	1573.5	5		666	1590	2777	2.44283	1	friends	254.6701
EH	1	SAID	567.7	1512.1	2547.2	57.5	96.8	370.5	255.214	255.164	255.314	0.15	2	1	4	2	3	0			540.5	1499.8	570.9	1514.9	586.4	1533.4	581.3	1566.5	545.8	1579.5	5		585	1537	2740	2.1423	1	said	255.2456
AO	1	THOUGHT	631.3	1215.4	1736.3	41.4	77.0	1987.3	255.798	255.765	255.865	0.1	53	1	4	1	3	0			608.1	1191.1	633.1	1208.7	622.0	1052.6	629.1	1092.3	640.5	1278.4	6		692	1304	3181	53.1413	1	thought	255.814
IY	1	BEAT	350.7	1998.4	3554.9	126.5	283.7	245.4	256.191	256.164	256.245	0.081	11	1	4	1	1	0			345.9	1980.9	350.9	1997.0	346.8	1959.9	362.6	1942.9	418.5	1933.5	4		352	2003	3559	11.1411	1	beat	256.1844
AH	1	UP	654.4	1411.1	2401.2	50.9	151.2	516.3	256.442	256.405	256.515	0.11	6	1	1	1	0	0			612.4	1033.2	655.4	1403.9	660.0	1307.8	649.8	1240.8	604.9	1174.0	6		670	1441	3017	6.111	1	up	256.455
AE	1	CAN'T	540.3	1987.5	3843.3	142.4	118.0	482.7	258.169	258.122	258.262	0.14	33	4	4	2	6	3			522.9	2002.1	542.4	1988.6	561.0	1995.3	591.2	1951.2	608.7	1874.3	3		541	1985	3891	3.44203	1	can't	258.1659
AY	1	I	821.4	1370.7	3049.5	153.2	142.0	745.9	262.782	262.723	262.913	0.19	41	0	0	0	0	0		s	762.8	1421.6	803.0	1349.9	790.7	1321.9	785.4	1390.8	722.2	1527.1	4		772	1286	2492	41.0006	1	I	262.8083
AE	1	THAT	712.9	1590.8	2640.2	69.8	139.9	807.3	263.183	263.153	263.242	0.089	3	1	4	1	3	0			710.2	1593.0	712.6	1590.8	705.1	1579.7	690.6	1574.2	672.1	1586.2	4		716	1595	2741	3.1413	1	that	263.1815
EH	1	FRIEND	645.2	1609.2	2938.3	137.7	386.7	1155.7	263.899	263.862	263.972	0.11	2	4	4	2	8	3			649.1	1781.0	644.1	1594.8	637.7	1461.3	640.1	1485.9	624.2	1567.4	4		644	1451	2368	2.44283	1	friend	263.9322
AY	1	HIGHSCHOOL	783.5	1381.9	1634.0	99.5	159.3	1137.5	278.353	278.331	278.442	0.111	47	3	4	1	0	4		s	783.5	1381.9	753.9	1466.9	693.0	1560.0	614.6	1443.9	533.0	1340.8	6		811	1402	2464	47.34201	1	highschool	278.3539
ER	1	GIRLS	418.7	1212.9	1608.2	83.2	73.6	77.1	282.578	282.538	282.658	0.12	94	5	4	2	6	3			385.2	1246.3	421.8	1210.1	445.2	1191.6	473.6	1163.2	489.0	1097.9	5		432	1205	1600	94.60053	1	girls	282.5846
AY	1	I'VE	760.7	1343.2	2590.0	77.9	85.8	503.3	283.073	283.009	283.138	0.129	41	3	2	2	0	0		s	676.1	1371.9	731.3	1339.4	761.4	1345.6	741.6	1430.5	649.5	1561.9	5		766	1350	2612	41.322	1	I've	283.0761
IY	1	SEEN	392.8	1942.9	3568.6	94.7	95.7	284.7	283.262	283.239	283.308	0.069	11	4	4	2	3	0			405.1	1952.5	391.9	1941.4	385.5	1930.0	366.7	1916.2	321.7	1840.8	4		426	1965	3382	11.4423	1	seen	283.2556
UW	1	TWO	595.6	2113.5		705.9	484.4		283.706	283.699	283.778	0.079	73	0	0	0	3	0			448.2	1856.9	506.3	1683.7	569.2	1456.6	578.3	1527.9	355.7	1671.5	4		298	1002	1823	73.0003	1	two	283.7484
EY	1	CRAZY	474.3	1624.4	1900.6	49.3	153.8	498.2	283.94	283.928	284.019	0.091	21	3	4	2	8	1			473.1	1649.8	460.4	1750.6	441.7	1671.3	424.1	1340.6	412.6	1383.8	5		482	1643	1958	21.34281	1	crazy	283.9479
AY	1	HIGHSCHOOL	806.6	1477.3	2870.8	220.3	231.4	825.7	284.879	284.869	284.959	0.09	47	3	4	1	0	4		s	799.8	1508.3	758.5	1575.2	687.7	1649.3	626.1	1692.8	560.9	1682.2	4		805	1522	2915	47.34201	1	highschool	284.8895
UW	1	TWO	361.3	1296.7	1887.0	86.3	113.5	98.7	285.676	285.669	285.729	0.06	73	0	0	0	3	0			361.3	1296.7	359.7	1194.5	352.1	1107.1	340.0	1056.8	356.3	1059.9	5		357	1147	1882	73.0003	1	two	285.6929
OW	1	GOING	477.8	986.8	2022.8	80.8	95.5	81.0	286.009	285.989	286.068	0.079	62	0	0	0	6	1			468.8	983.6	500.4	1007.5	536.7	1066.3	563.1	1162.5	562.7	1290.8	6		490	994	2028	62.4426	1	going	286.0191
AE	1	AT	655.0	1805.3	2730.4	109.6	95.3	1275.9	286.162	286.128	286.229	0.101	3	1	4	1	0	0			654.7	1807.7	655.1	1804.8	656.6	1796.3	657.6	1778.2	634.0	1746.4	4		655	1784	2452	3.141	1	at	286.153
ER	1	SHIRT	425.2	1422.0	1675.9	74.4	140.4	105.5	286.962	286.928	287.029	0.101	94	1	4	1	5	0			417.3	1497.2	425.0	1417.3	412.4	1360.2	347.1	1252.2	273.3	1152.0	6		431	1438	1648	94.6005	1	shirt	286.9707
AO	1	OFF	659.6	1174.5	3216.9	83.4	138.2	976.3	287.316	287.239	287.469	0.23	53	3	2	1	0	0			565.3	1278.8	658.8	1162.9	675.7	1097.2	694.0	1106.9	743.0	1181.3	4		685	1089	3223	53.321	1	off	287.3681
OW	1	NO	491.4	1412.7	2174.4	87.6	89.7	283.5	289.752	289.736	289.856	0.12	63	0	0	0	4	0			505.4	1339.2	502.7	1179.7	453.5	1044.3	396.1	1044.6	819.4	1576.5	5		519	1288	2148	62.0004	1	no	289.7656
AO	1	SAW	630.5	1072.9	1967.6	59.8	73.2	3201.1	290.722	290.666	290.835	0.169	53	0	0	0	3	0			616.8	1123.5	632.3	1068.8	642.3	1056.7	655.7	1098.2	656.8	1171.8	6		646	1057	2421	53.0003	1	saw	290.7585
AA	1	ON	689.1	1287.5	1950.4	151.7	153.9	609.2	291.85	291.83	291.889	0.059	53	4	4	2	0	0			699.3	1311.9	687.9	1285.8	679.0	1276.3	659.5	1267.8	630.9	1259.3	5		699	1315	1974	5.442	1	on	291.8397
AH	1	ANOTHER	612.0	1371.5	2534.9	67.8	103.6	476.1	294.865	294.842	294.911	0.069	6	3	3	2	4	1			603.4	1428.0	612.5	1365.2	611.1	1301.0	592.3	1238.8	564.1	1196.2	5		614	1392	2542	6.33141	1	(a)nother	294.8624
OY	1	BOY	494.9	784.1	2332.9	146.7	169.6	296.2	296.194	296.147	296.287	0.14	61	0	0	0	1	0			483.6	740.4	497.3	792.9	541.0	945.0	564.7	1214.5	550.0	1561.2	5		491	759	2384	61.0001	1	boy	296.1887
ER	1	GIRL	460.6	1429.7	1630.1	104.8	235.4	204.8	296.447	296.417	296.507	0.09	94	5	4	2	6	0			452.8	1471.6	460.4	1417.0	462.7	1353.2	473.0	1291.3	506.7	1219.3	5		449	1322	1618	94.6005	1	girl	296.4451
AE	1	AT	634.0	1802.9	2252.0	102.6	93.7	947.0	296.856	296.836	296.896	0.06	3	1	4	1	0	0			628.7	1795.9	634.9	1803.1	640.2	1798.9	646.8	1790.6	652.7	1783.4	5		690	1801	2808	3.141	1	at	296.9037
IH	1	SPINNING	470.5	1904.3	2609.9	48.0	53.1	543.2	297.749	297.716	297.816	0.1	1	4	4	2	1	1			450.2	1822.4	472.1	1913.2	479.7	1950.6	483.8	1938.7	472.0	1881.7	5		483	1972	2932	1.4421	1	spinning	297.7627
AO	1	HALLWAY	601.2	896.8	2938.7	76.7	77.5	265.0	298.822	298.775	298.915	0.14	53	5	4	2	0	1			607.1	891.8	600.7	897.8	593.6	904.2	591.2	906.4	590.0	905.5	5		593	906	2907	53.54204	1	hallway	298.8453
AO	1	ALL	665.5	1124.5	2313.7	84.0	100.0	328.7	299.172	299.135	299.245	0.11	53	5	4	2	0	0			654.8	1288.5	664.8	1119.5	646.5	1059.8	634.0	1004.1	613.8	956.1	6		605	944	2696	53.542	1	all	299.2285
EH	1	STAIRS	526.4	1761.9	2689.2	54.2	70.5	611.6	300.029	299.986	300.116	0.13	24	6	4	2	3	3			529.0	1744.9	526.9	1763.7	534.1	1774.1	528.7	1748.9	523.6	1731.3	4		527	1747	2573	24.6003	1	stairs	300.0177
EH	1	EVERYBODY	704.4	1484.7	2311.6	64.4	104.0	766.7	300.925	300.908	300.959	0.051	2	3	2	2	0	2			717.6	1466.2	701.3	1487.6	672.5	1500.0	630.2	1499.5	598.6	1491.2	5		694	1508	2299	2.32202	1	everybody	300.9308
IH	1	IN	471.1	1739.8	2535.7	85.0	67.7	386.9	301.405	301.388	301.438	0.05	1	4	4	2	0	0			465.4	1740.6	471.1	1739.8	473.1	1732.0	469.2	1715.0	462.0	1695.6	4		480	1737	2474	1.442	1	in	301.4066
EH	1	THERE	509.5	1678.4	2231.1	48.1	68.2	549.7	301.561	301.538	301.608	0.07	24	6	4	2	3	0			513.9	1701.0	509.1	1675.7	504.9	1639.6	501.7	1598.6	496.0	1525.7	5		519	1721	2446	24.6003	1	there	301.5405
AW	1	OUT	701.2	1550.2	2659.5	104.0	148.4	1209.2	302.06	302.038	302.128	0.09	42	1	4	1	0	0			690.9	1557.4	718.7	1531.6	727.6	1502.3	729.0	1488.7	725.7	1469.6	4		704	1431	2119	42.141	1	out	302.0818
UW	2	LUNCHROOM	496.4	1355.5	2192.2	309.2	186.6	643.2	302.667	302.659	302.729	0.07	73	4	1	2	7	0			492.4	1348.7	455.0	1302.9	594.8	1394.3	514.1	1317.6	425.9	1186.3	6		492	1356	2119	72.4127	1	(lunch)room	302.6701
OW	1	THOSE	526.5	1249.5	2402.9	76.8	70.1	596.0	303.256	303.249	303.369	0.12	62	3	4	2	3	0			518.3	1226.8	507.1	1188.0	486.8	1144.8	454.4	1135.4	450.9	1232.8	6		516	1204	2163	62.3423	1	those	303.2798
AA	1	COT	879.1	1427.4	2682.7	162.4	146.9	493.0	326.032	325.969	326.159	0.19	5	1	4	1	6	0			860.6	1430.0	878.8	1428.2	862.2	1457.1	796.7	1500.4	705.9	1547.3	4		845	1396	2445	5.141	1	cot	326.0476
AA	1	COT	780.7	1618.0	3138.2	88.4	101.2	513.3	326.815	326.788	326.868	0.08	5	1	4	1	6	0			771.5	1684.6	780.2	1614.7	760.7	1589.9	719.8	1573.9	659.7	1542.9	4		764	1568	2636	5.141	1	cot	326.8183
AE	1	HANGS	623.9	1977.6	2446.3	93.3	99.5	2250.0	327.385	327.328	327.498	0.17	3	4	6	2	0	3			626.8	1979.0	624.1	1977.9	614.8	1995.9	601.6	2005.5	585.6	2025.0	5		641	1976	2895	3.46203	1	hangs	327.3567
AY	1	TIE	788.1	1412.8	2889.5	143.5	219.2	706.3	328.362	328.328	328.458	0.13	41	0	0	0	3	0		s	784.5	1434.6	785.9	1393.1	786.3	1451.1	751.7	1512.5	703.2	1519.9	4		781	1382	2932	41.0003	1	tie	328.3696
EH	1	END	590.8	1784.4	2435.3	126.2	96.8	439.8	328.82	328.797	328.867	0.07	2	4	4	2	0	3			585.1	1750.5	591.1	1786.9	590.4	1804.7	576.3	1806.0	552.5	1798.3	4		594	1801	2407	2.44203	1	end	328.8254
IY	1	TREE	410.8	1897.9	3345.7	146.0	167.7	1340.7	329.317	329.267	329.418	0.151	12	0	0	0	8	0			407.8	1799.2	412.0	1912.0	408.8	1971.5	407.2	1868.4	386.5	1702.8	4		415	1944	3565	12.0008	1	tree	329.3311
AE	1	HAMMOCK	707.1	1936.4	2346.6	148.1	119.4	2135.0	331.167	331.111	331.28	0.169	39	4	1	2	0	1			737.6	1947.2	705.8	1936.7	699.5	1934.2	687.9	1905.2	645.9	1815.8	5		714	1966	2844	3.41201	1	hammock	331.1268
AA	1	COT	805.3	1266.5	1626.6	148.9	161.7	933.0	334.701	334.628	334.848	0.22	5	1	4	1	6	0			766.6	1238.4	805.2	1264.4	814.5	1272.6	831.3	1317.7	832.0	1322.7	6		908	1398	2685	5.141	1	cot	334.7599
AA	1	COT	853.8	1431.1	2936.0	147.9	176.6	610.9	336.566	336.523	336.652	0.129	5	1	4	1	6	0			850.2	1448.6	854.2	1429.4	855.9	1437.5	833.6	1488.8	792.1	1586.7	4		856	1426	2799	5.141	1	cot	336.5789
AO	1	SMALLER	629.5	885.9	3074.8	78.2	70.5	340.7	336.989	336.942	337.082	0.14	53	5	4	2	2	1			610.8	850.8	631.7	890.1	640.7	908.9	639.0	911.0	634.1	910.4	5		637	904	3105	53.54201	1	smaller	337.0191
AA	1	NOT	797.2	1546.4	2926.1	194.2	122.6	425.1	340.096	340.056	340.175	0.119	5	1	4	1	4	0			714.5	1654.1	803.3	1531.2	808.2	1409.0	780.3	1349.9	727.9	1302.4	4		795	1433	2697	5.1414	1	not	340.1075
AA	1	COT	793.5	1317.5	2474.2	70.9	87.9	437.4	341.542	341.495	341.635	0.14	5	1	4	1	6	0			794.0	1337.4	792.8	1316.8	783.0	1329.4	764.4	1378.3	744.7	1472.1	5		795	1318	2433	5.141	1	cot	341.5419
AO	1	MORE	455.4	677.4	1885.4	151.1	125.6	973.8	341.917	341.884	341.984	0.1	64	6	4	2	2	0			448.1	693.1	457.1	679.3	487.0	724.3	532.1	803.2	552.8	895.8	6		458	676	1935	64.6002	1	more	341.9151
OW	1	MOBILE	506.3	804.2	2050.7	80.1	71.7	396.8	342.13	342.104	342.214	0.11	62	1	1	2	2	1			504.9	802.9	510.1	802.2	517.5	792.8	508.8	759.5	490.4	697.2	6		510	800	2023	62.11221	1	mobile	342.1488
EH	1	BED	645.7	1725.8	2803.3	145.9	121.3	624.8	342.846	342.809	342.919	0.11	2	1	4	2	1	0			629.5	1717.4	646.8	1726.3	651.3	1745.7	629.1	1748.5	586.9	1756.7	4		632	1678	2405	2.1421	1	bed	342.8539
AA	1	NOT	748.3	1424.9	2441.0	114.3	173.8	799.1	343.186	343.129	343.299	0.17	5	1	4	1	4	0			714.8	1509.6	747.7	1417.3	749.5	1340.4	740.7	1303.3	722.6	1268.6	5		749	1351	2556	5.1414	1	not	343.21
OW	1	MOBILE	538.0	865.7	2469.5	132.0	108.4	598.9	344.721	344.687	344.827	0.14	62	1	1	2	2	1			542.4	877.7	530.2	832.3	548.6	795.3	584.9	693.9	492.9	1305.0	5		549	879	2355	62.11221	1	mobile	344.7129
EH	1	HEAVY	691.0	1696.4	2503.3	90.0	142.0	1168.9	346.527	346.504	346.573	0.069	2	3	2	2	0	1			712.7	1699.6	688.8	1694.9	665.8	1679.2	644.0	1651.9	624.8	1644.9	4		710	1689	2475	2.32201	1	heavy	346.5205
IY	0	REALLY	394.2	1832.9	2852.1	83.8	75.5	758.4	361.675	361.652	361.722	0.07	12	0	0	0	7	0			405.4	1771.0	393.3	1839.3	386.2	1899.3	382.0	1933.1	375.0	1952.0	4		453	1594	2423	11.54271	1	really	361.6146
AW	1	FOUND	681.4	1181.4	1347.5	96.4	132.4	729.6	362.049	362.041	362.171	0.13	42	4	4	2	1	3			671.6	1193.5	650.4	1124.4	632.0	1124.9	620.2	1188.2	589.2	1151.3	6		685	1221	2178	42.44213	1	found	362.0747
AW	1	OUT	670.5	1531.3	2516.6	33.1	233.0	760.1	362.283	362.251	362.431	0.18	42	1	4	1	0	0			678.5	1509.7	704.9	1307.6	681.6	1204.2	632.5	1138.7	578.1	1060.0	5		704	1346	2544	42.141	1	out	362.3055
IY	0	REALLY	440.4	1799.7	2807.3	105.7	68.7	610.8	366.08	366.06	366.119	0.059	12	0	0	0	7	0			452.2	1776.5	438.4	1802.2	420.9	1820.5	399.6	1831.7	379.6	1837.9	4		438	1601	2567	11.54271	1	really	366.0177
IY	1	EITHER	396.5	1928.3	3246.5	189.5	226.2	1739.3	367.283	367.26	367.33	0.07	11	3	3	2	0	1			420.1	1924.3	394.8	1929.1	393.1	1940.6	408.3	1954.2	414.8	1949.4	4		382	1931	3263	11.33101	1	either	367.2926
IH	2	DIFFERENTIATE	476.3	1754.2	2609.8	71.4	71.3	179.0	384.247	384.227	384.287	0.06	1	3	2	1	3	2			465.7	1763.7	477.1	1752.7	491.0	1739.4	503.4	1724.0	528.6	1710.7	4		471	1760	2613	1.32132	1	differentiate	384.2428
IY	1	EITHER	413.1	2067.8	2793.4	95.3	136.9	1321.2	385.057	385.017	385.137	0.12	11	3	3	2	0	1			410.2	2094.4	412.8	2065.1	414.7	2026.4	431.0	1969.2	433.9	1857.7	5		421	2011	2507	11.33101	1	either	385.0875
AY	1	MIND	642.8	1297.4	3529.3	159.1	117.9	818.3	385.794	385.748	385.918	0.17	41	4	4	2	2	3			630.2	1283.6	636.7	1330.3	603.5	1387.7	610.5	1527.8	595.5	1593.9	4		658	1324	3646	41.44223	1	mind	385.7997
AH	1	RUG	570.8	1225.9	1936.1	42.8	54.2	90.1	393.035	393.012	393.081	0.069	6	1	6	2	7	0			597.2	1169.6	567.2	1232.3	527.8	1294.2	475.2	1355.2	423.8	1411.9	5		613	1095	2007	6.1627	1	rug	393.0148
AA	1	PROBABLY	688.2	1303.0	3034.7	97.5	138.3	1163.0	393.272	393.252	393.311	0.059	5	1	1	2	8	1			679.8	1316.3	688.6	1302.5	684.2	1303.3	660.2	1308.6	615.5	1298.9	4		670	1249	2180	5.11282	1	probably	393.2741
AA	1	LARGER	687.2	1212.5	3083.7	78.8	150.0	514.2	393.528	393.501	393.581	0.08	44	6	4	2	7	4			682.8	1179.7	687.6	1216.8	694.9	1282.6	697.3	1350.8	686.8	1439.7	4		672	1160	2535	44.60071	1	larger	393.522
AO	1	MORE	461.0	727.3	1879.3	99.5	59.6	460.5	395.765	395.742	395.812	0.07	64	6	4	2	2	0			449.3	705.4	462.2	730.2	477.0	771.0	490.3	819.7	501.9	886.6	6		502	790	1962	64.6002	1	more	395.7812
UW	1	ROOM	458.4	1128.2	1896.3	109.1	78.2	69.7	396.079	396.072	396.212	0.14	73	4	1	2	7	0			461.3	1079.0	464.4	998.9	469.2	952.6	470.3	915.1	469.0	888.4	5		463	1115	1915	72.4127	1	room	396.0889
